2020-12-23 08:12:10.095988	https://www.encodeproject.org/report/?type=Experiment&status=released&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&biosample_ontology.term_name=K562&assay_title=TF+ChIP-seq&perturbed=false&assembly=GRCh38&files.file_type=bam&limit=all
ID	Accession	Assay name	Assay title	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment concentration	Biosample treatment concentration units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Replicates
/experiments/ENCSR163IUV/	ENCSR163IUV	ChIP-seq	TF ChIP-seq	MAZ	MAZ	K562 genetically modified using CRISPR	K562		ChIP-Seq on K562	Richard Myers, HAIB	ENCODE	released	/files/ENCFF762DVM/,/files/ENCFF849ZWV/,/files/ENCFF454IIJ/,/files/ENCFF704UVS/,/files/ENCFF980CXP/,/files/ENCFF868CHF/,/files/ENCFF580RKW/,/files/ENCFF133NGD/,/files/ENCFF664WGO/,/files/ENCFF343EIW/,/files/ENCFF421VRA/,/files/ENCFF967OUG/,/files/ENCFF036OEP/,/files/ENCFF014UGE/,/files/ENCFF060CPT/,/files/ENCFF809XHP/,/files/ENCFF291CSR/,/files/ENCFF419ZEK/,/files/ENCFF281OXP/,/files/ENCFF657FHB/,/files/ENCFF862KWT/,/files/ENCFF613UCX/,/files/ENCFF443KTN/,/files/ENCFF942EGW/		ENCBS938MUB,ENCBS235GKB	2,1	1	ENCAB697XQW	Homo sapiens	adult	53 years										/replicates/c3918118-04fb-4a7a-a5ae-ec498656993c/,/replicates/0d13e1c1-89ae-4e9b-8f10-00150872d807/
/experiments/ENCSR619UPN/	ENCSR619UPN	ChIP-seq	TF ChIP-seq	ZNF133	ZNF133	K562 genetically modified using CRISPR	K562		eGFP-ZNF133 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF679HEE/,/files/ENCFF596PBD/,/files/ENCFF029VTH/,/files/ENCFF347JAE/,/files/ENCFF305BGZ/,/files/ENCFF236VCY/,/files/ENCFF476SMW/,/files/ENCFF205DTM/,/files/ENCFF950DWE/,/files/ENCFF646HRX/,/files/ENCFF305VIX/,/files/ENCFF453WEG/,/files/ENCFF462ECZ/,/files/ENCFF237PCW/,/files/ENCFF495YNJ/,/files/ENCFF208CXI/,/files/ENCFF922YLL/,/files/ENCFF921GOQ/,/files/ENCFF907FGZ/,/files/ENCFF810OHB/,/files/ENCFF525TJJ/,/files/ENCFF112ONV/,/files/ENCFF303SSJ/,/files/ENCFF863EKM/,/files/ENCFF924CKV/,/files/ENCFF624RPK/		ENCBS855QTJ,ENCBS382ZNL	1,2	1	ENCAB728YTO	Homo sapiens	adult	53 years										/replicates/1e5e56b2-346c-49bc-83e8-207161c1fb1e/,/replicates/e1cb6780-ef96-46bc-a215-cf5496ee2dde/
/experiments/ENCSR654CQU/	ENCSR654CQU	ChIP-seq	TF ChIP-seq	SNIP1	SNIP1	K562	K562	GEO:GSE105574	SNIP1 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF103CMT/,/files/ENCFF969SFM/,/files/ENCFF411TJB/,/files/ENCFF663NBI/,/files/ENCFF165NMW/,/files/ENCFF667DGY/,/files/ENCFF564MED/,/files/ENCFF079ISN/,/files/ENCFF288GNC/,/files/ENCFF557WFH/,/files/ENCFF765KWG/,/files/ENCFF356PTU/,/files/ENCFF387NCI/,/files/ENCFF673WUS/,/files/ENCFF842STK/,/files/ENCFF363FXM/,/files/ENCFF330YNZ/,/files/ENCFF344ACD/,/files/ENCFF519BHR/,/files/ENCFF039BZL/,/files/ENCFF998KXK/,/files/ENCFF203EVC/,/files/ENCFF519OGB/,/files/ENCFF883BFY/,/files/ENCFF124OYN/,/files/ENCFF956HBR/,/files/ENCFF660YRA/,/files/ENCFF041SHP/,/files/ENCFF437WOC/,/files/ENCFF996AGB/,/files/ENCFF119UAI/,/files/ENCFF839ELV/,/files/ENCFF367UIC/,/files/ENCFF690WDI/,/files/ENCFF437IZE/,/files/ENCFF736XCL/,/files/ENCFF910CNE/,/files/ENCFF117NUA/,/files/ENCFF529BDW/,/files/ENCFF323UOG/,/files/ENCFF808IJO/,/files/ENCFF772GVZ/,/files/ENCFF500HSN/,/files/ENCFF494ZUY/		ENCBS953HJY,ENCBS697XFI	2,1	1	ENCAB027LVC	Homo sapiens	adult	53 years										/replicates/2eda4a69-c445-4427-99a1-14a5d6e914a6/,/replicates/b7f184e9-6523-48dc-9abe-e807cd8ea385/
/experiments/ENCSR325DER/	ENCSR325DER	ChIP-seq	TF ChIP-seq	NR3C1	NR3C1	K562	K562	FactorBook:ENCSR325DER,GEO:GSE127585	NR3C1 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF628HBL/,/files/ENCFF940DHI/,/files/ENCFF114TJN/,/files/ENCFF798AFN/,/files/ENCFF160UAD/,/files/ENCFF293GOS/,/files/ENCFF967QRJ/,/files/ENCFF620JJK/,/files/ENCFF196MMQ/,/files/ENCFF844VCV/,/files/ENCFF228UIL/,/files/ENCFF064POH/,/files/ENCFF359KRH/,/files/ENCFF653BTY/,/files/ENCFF452PDH/,/files/ENCFF788IWU/,/files/ENCFF215OYX/,/files/ENCFF913WVP/,/files/ENCFF338CIC/,/files/ENCFF564YVO/,/files/ENCFF350AXL/,/files/ENCFF106YYE/,/files/ENCFF474QSX/,/files/ENCFF084RSA/,/files/ENCFF665JUG/,/files/ENCFF932WAP/,/files/ENCFF958BSK/,/files/ENCFF315MUH/,/files/ENCFF401AVG/,/files/ENCFF490RDH/,/files/ENCFF155WDG/,/files/ENCFF821VZB/,/files/ENCFF795JVL/,/files/ENCFF793DLG/,/files/ENCFF863DJF/,/files/ENCFF697SKV/,/files/ENCFF784FIE/,/files/ENCFF111HPF/,/files/ENCFF037BJD/,/files/ENCFF774QKI/,/files/ENCFF571LPJ/,/files/ENCFF720NCF/,/files/ENCFF261TNJ/,/files/ENCFF072AAR/	/experiment-series/ENCSR896WMW/	ENCBS839CNN,ENCBS048GNZ	2,1	1	ENCAB267HGJ	Homo sapiens	adult	53 years										/replicates/8ffd98c0-ce3f-4968-8b8f-96fd1ffb30e8/,/replicates/752a3e8f-8d16-4ebc-953b-812c12563e4f/
/experiments/ENCSR385AHH/	ENCSR385AHH	ChIP-seq	TF ChIP-seq	ZNF24	ZNF24	K562	K562	GEO:GSE91716,FactorBook:ENCSR385AHH	ZNF24 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF473RRN/,/files/ENCFF004EVN/,/files/ENCFF546WQO/,/files/ENCFF931UCZ/,/files/ENCFF965QBT/,/files/ENCFF294CYY/,/files/ENCFF967XYK/,/files/ENCFF951UTH/,/files/ENCFF266VXO/,/files/ENCFF282CAH/,/files/ENCFF785AFW/,/files/ENCFF014KVJ/,/files/ENCFF007DDA/,/files/ENCFF186MHH/,/files/ENCFF651RGN/,/files/ENCFF626LDU/,/files/ENCFF289WJI/,/files/ENCFF420MBN/,/files/ENCFF980UAQ/,/files/ENCFF186JNG/,/files/ENCFF593RXC/,/files/ENCFF707ZKL/,/files/ENCFF686ZIH/,/files/ENCFF786MHJ/,/files/ENCFF502WNY/,/files/ENCFF340MBA/,/files/ENCFF886LIA/,/files/ENCFF695WYU/,/files/ENCFF661WTR/,/files/ENCFF468PJO/,/files/ENCFF028FED/,/files/ENCFF906TXC/,/files/ENCFF674JOQ/,/files/ENCFF319DVI/,/files/ENCFF723JDW/,/files/ENCFF153GWB/,/files/ENCFF987AHA/,/files/ENCFF941XDH/,/files/ENCFF951CTG/,/files/ENCFF865ODE/,/files/ENCFF933ZIS/,/files/ENCFF781BNQ/,/files/ENCFF238MYM/,/files/ENCFF013NFH/	/experiment-series/ENCSR566UWJ/	ENCBS994WPS,ENCBS953HJY	3,2	1	ENCAB060JJI	Homo sapiens	adult	53 years										/replicates/205c9348-7245-4149-b0c5-53f8be7da48e/,/replicates/23ef8db4-afa6-4359-be51-bd1fb0d123d8/
/experiments/ENCSR553NTC/	ENCSR553NTC	ChIP-seq	TF ChIP-seq	ZNF134	ZNF134	K562 genetically modified using CRISPR	K562		eGFP-ZNF134 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF672WUL/,/files/ENCFF475UOI/,/files/ENCFF967ZFT/,/files/ENCFF961ATG/,/files/ENCFF501XTX/,/files/ENCFF232YIT/,/files/ENCFF566EGM/,/files/ENCFF169AWH/,/files/ENCFF372SCQ/,/files/ENCFF168SQF/,/files/ENCFF705BCZ/,/files/ENCFF354ZOM/,/files/ENCFF665NMM/,/files/ENCFF783QEF/,/files/ENCFF862WOG/,/files/ENCFF588JOP/,/files/ENCFF009VEU/,/files/ENCFF817QFO/,/files/ENCFF848TXL/,/files/ENCFF436OHD/,/files/ENCFF159WKP/,/files/ENCFF246AGJ/,/files/ENCFF624XRU/,/files/ENCFF502NWS/,/files/ENCFF450WCL/,/files/ENCFF274SLF/		ENCBS825PSA,ENCBS599RPQ	2,1	1	ENCAB728YTO	Homo sapiens	adult	53 years										/replicates/a05e9b19-4f97-480a-ac2f-376294f15790/,/replicates/19723f74-f71b-44ab-bbfc-97528222f433/
/experiments/ENCSR948KMB/	ENCSR948KMB	ChIP-seq	TF ChIP-seq	PTBP1	PTBP1	K562	K562	GEO:GSE105898	PTBP1 ChIP-seq in K562	Xiang-Dong Fu, UCSD	ENCODE	released	/files/ENCFF605MPT/,/files/ENCFF233QNF/,/files/ENCFF553UVH/,/files/ENCFF308JUD/,/files/ENCFF262KWU/,/files/ENCFF174JQR/,/files/ENCFF679POE/,/files/ENCFF455VOE/,/files/ENCFF525JGC/,/files/ENCFF031YZL/,/files/ENCFF978MWQ/,/files/ENCFF940BFH/,/files/ENCFF106XSS/,/files/ENCFF479MVC/,/files/ENCFF547CND/,/files/ENCFF647FZH/,/files/ENCFF094CAC/,/files/ENCFF856RHH/,/files/ENCFF882YQN/,/files/ENCFF913LYD/,/files/ENCFF631MDU/,/files/ENCFF694BIA/,/files/ENCFF921LEX/,/files/ENCFF588TAS/,/files/ENCFF830KVD/,/files/ENCFF895WYA/,/files/ENCFF388FQP/,/files/ENCFF193MWP/,/files/ENCFF392GTZ/,/files/ENCFF833XMU/,/files/ENCFF127JTM/,/files/ENCFF109FPX/,/files/ENCFF432KAK/,/files/ENCFF814MDL/,/files/ENCFF167JUS/,/files/ENCFF888TCK/,/files/ENCFF701HCA/,/files/ENCFF249ABH/,/files/ENCFF580MSM/,/files/ENCFF323HSJ/,/files/ENCFF773HPT/,/files/ENCFF917HXV/,/files/ENCFF463PGO/,/files/ENCFF529WFW/,/files/ENCFF740ZRB/,/files/ENCFF594NJG/,/files/ENCFF791RQV/,/files/ENCFF793PWA/,/files/ENCFF309BVY/,/files/ENCFF111NWI/,/files/ENCFF312FSE/,/files/ENCFF411SWC/,/files/ENCFF476JPM/,/files/ENCFF531AAU/,/files/ENCFF986RWU/,/files/ENCFF165VMB/,/files/ENCFF835NOD/,/files/ENCFF690KOY/,/files/ENCFF346KOV/,/files/ENCFF881QKR/,/files/ENCFF094WFT/,/files/ENCFF761QEX/,/files/ENCFF103TYB/,/files/ENCFF238NLS/		ENCBS638TGE,ENCBS127DTE	1,2	1	ENCAB553IRN	Homo sapiens	adult	53 years										/replicates/dd0e9ee5-9334-484c-b37e-bda2362dc4da/,/replicates/11582145-6c68-4e3e-a254-7a8aa84a38f9/
/experiments/ENCSR873LYH/	ENCSR873LYH	ChIP-seq	TF ChIP-seq	MLX	MLX	K562 genetically modified using CRISPR	K562		eGFP-MLX ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF634RIS/,/files/ENCFF844VSS/,/files/ENCFF871XEN/,/files/ENCFF754FYE/,/files/ENCFF093PZO/,/files/ENCFF682OCA/,/files/ENCFF163ZJM/,/files/ENCFF109CFF/,/files/ENCFF981QIO/,/files/ENCFF027MKV/,/files/ENCFF517GVP/,/files/ENCFF016SEJ/,/files/ENCFF171ZNN/,/files/ENCFF810DLL/,/files/ENCFF562KGX/,/files/ENCFF914MWY/,/files/ENCFF028IFV/,/files/ENCFF703WLR/,/files/ENCFF700DKH/,/files/ENCFF780QTM/,/files/ENCFF128CFI/,/files/ENCFF080TVX/,/files/ENCFF815OEG/,/files/ENCFF022NHI/,/files/ENCFF403IUH/,/files/ENCFF115EJF/		ENCBS006IGG,ENCBS715SXA	1,2	1	ENCAB728YTO	Homo sapiens	adult	53 years										/replicates/05abcdfc-e616-4d15-bc53-bc0ef25cf492/,/replicates/d45dd4cb-fb08-40b3-a693-dc8509879026/
/experiments/ENCSR249BHQ/	ENCSR249BHQ	ChIP-seq	TF ChIP-seq	ZNF592	ZNF592	K562	K562	GEO:GSE105389,FactorBook:ENCSR249BHQ	ZNF592 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF706KLP/,/files/ENCFF283GNM/,/files/ENCFF451RCX/,/files/ENCFF669OSV/,/files/ENCFF323QDU/,/files/ENCFF720AQH/,/files/ENCFF170OSU/,/files/ENCFF414QKE/,/files/ENCFF437IVZ/,/files/ENCFF119ZDI/,/files/ENCFF411OFR/,/files/ENCFF155TVA/,/files/ENCFF576ZHM/,/files/ENCFF664WQO/,/files/ENCFF363AAC/,/files/ENCFF953QTR/,/files/ENCFF900FVZ/,/files/ENCFF056WPW/,/files/ENCFF280MOK/,/files/ENCFF537WLH/,/files/ENCFF129SII/,/files/ENCFF575STA/,/files/ENCFF632UTP/,/files/ENCFF273TYA/,/files/ENCFF619QIG/,/files/ENCFF322TVZ/,/files/ENCFF307AUL/,/files/ENCFF806RFJ/,/files/ENCFF828HBX/,/files/ENCFF174JJX/,/files/ENCFF915IWX/,/files/ENCFF907RBW/,/files/ENCFF507SHK/,/files/ENCFF277ZUZ/,/files/ENCFF164WTL/,/files/ENCFF643KVK/,/files/ENCFF667UFY/,/files/ENCFF310BGR/,/files/ENCFF080LOV/,/files/ENCFF972UGK/,/files/ENCFF645HNZ/,/files/ENCFF987EAL/,/files/ENCFF560EPF/,/files/ENCFF407VYA/,/files/ENCFF874ZZU/,/files/ENCFF660EYC/,/files/ENCFF184MJA/,/files/ENCFF980IRZ/,/files/ENCFF091UJX/,/files/ENCFF012IPL/,/files/ENCFF244MLM/,/files/ENCFF812ZVX/,/files/ENCFF520ESS/,/files/ENCFF246NSB/,/files/ENCFF779SZS/,/files/ENCFF945ZNU/,/files/ENCFF509TWP/,/files/ENCFF667PFQ/,/files/ENCFF847QJI/,/files/ENCFF062WBA/,/files/ENCFF481GUK/,/files/ENCFF921HCZ/,/files/ENCFF938GRT/,/files/ENCFF959RHV/,/files/ENCFF111ICW/,/files/ENCFF547OSS/		ENCBS626VGF,ENCBS596DHR	2,1	1	ENCAB438BKV	Homo sapiens	adult	53 years										/replicates/225c0eeb-611d-499a-a274-9f080d7febc6/,/replicates/d63227dd-dec3-4fd9-b88c-9cae006e9300/
/experiments/ENCSR953DVM/	ENCSR953DVM	ChIP-seq	TF ChIP-seq	E2F8	E2F8	K562	K562	GEO:GSE127657,FactorBook:ENCSR953DVM	E2F8 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF342ZEM/,/files/ENCFF683GQF/,/files/ENCFF778OSN/,/files/ENCFF365NLR/,/files/ENCFF839XCL/,/files/ENCFF467AXX/,/files/ENCFF019NMV/,/files/ENCFF534OTQ/,/files/ENCFF638UXS/,/files/ENCFF360VXM/,/files/ENCFF567AHN/,/files/ENCFF173DED/,/files/ENCFF058POD/,/files/ENCFF092WDH/,/files/ENCFF904YUH/,/files/ENCFF133EYO/,/files/ENCFF696BJA/,/files/ENCFF455EBE/,/files/ENCFF314SYK/,/files/ENCFF267SLP/,/files/ENCFF953GCB/,/files/ENCFF034WKA/,/files/ENCFF589IBH/,/files/ENCFF514FRG/,/files/ENCFF250DJH/,/files/ENCFF697GKI/,/files/ENCFF009GXA/,/files/ENCFF887PXB/,/files/ENCFF298KPW/,/files/ENCFF690TMV/,/files/ENCFF177KFF/,/files/ENCFF094YJF/,/files/ENCFF389AUY/,/files/ENCFF616YZS/,/files/ENCFF684XKZ/,/files/ENCFF857RSM/,/files/ENCFF008DYZ/,/files/ENCFF723YBP/,/files/ENCFF171WWF/,/files/ENCFF316AYA/,/files/ENCFF749OIM/,/files/ENCFF925DJG/,/files/ENCFF799TTD/,/files/ENCFF809XKT/		ENCBS603CUX,ENCBS048GNZ	1,2	1	ENCAB224FFQ	Homo sapiens	adult	53 years										/replicates/5f000b6b-1bf4-4a8b-b51b-f70b07960f32/,/replicates/5a21969d-9033-40b5-8f6a-412cdcbb348f/
/experiments/ENCSR547LKC/	ENCSR547LKC	ChIP-seq	TF ChIP-seq	GATAD2B	GATAD2B	K562	K562	FactorBook:ENCSR547LKC,GEO:GSE105686	GATAD2B ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF552ETP/,/files/ENCFF523ULM/,/files/ENCFF489DPL/,/files/ENCFF999EFL/,/files/ENCFF039TEF/,/files/ENCFF204LAC/,/files/ENCFF666OMD/,/files/ENCFF505PWS/,/files/ENCFF918JWJ/,/files/ENCFF033PRP/,/files/ENCFF877LYM/,/files/ENCFF580EBG/,/files/ENCFF448GAD/,/files/ENCFF146BPL/,/files/ENCFF569CMJ/,/files/ENCFF125PRJ/,/files/ENCFF728KQG/,/files/ENCFF143LIN/,/files/ENCFF696MYD/,/files/ENCFF035IBD/,/files/ENCFF239WZL/,/files/ENCFF334TMJ/,/files/ENCFF633WKB/,/files/ENCFF097RBW/,/files/ENCFF593CDN/,/files/ENCFF361CLP/,/files/ENCFF864WDT/,/files/ENCFF869ERM/,/files/ENCFF228FIP/,/files/ENCFF306CVU/,/files/ENCFF583ALU/,/files/ENCFF418WIA/,/files/ENCFF549KOD/,/files/ENCFF586PNH/,/files/ENCFF434EKV/,/files/ENCFF755NBK/,/files/ENCFF584PJC/,/files/ENCFF257CKD/,/files/ENCFF540MNX/,/files/ENCFF198CPZ/,/files/ENCFF222KAL/,/files/ENCFF849HOO/,/files/ENCFF594WYM/,/files/ENCFF127WKZ/,/files/ENCFF388KGW/,/files/ENCFF715SZX/,/files/ENCFF895LWM/,/files/ENCFF767LIM/,/files/ENCFF005GKA/,/files/ENCFF746LKJ/,/files/ENCFF793ZWX/,/files/ENCFF776DUX/,/files/ENCFF943WWP/,/files/ENCFF210GCZ/,/files/ENCFF538FPT/,/files/ENCFF813PWV/,/files/ENCFF148PWS/,/files/ENCFF318ELF/,/files/ENCFF760GUS/,/files/ENCFF195VCO/,/files/ENCFF436BOE/,/files/ENCFF524KNI/,/files/ENCFF270LDV/,/files/ENCFF651QKL/,/files/ENCFF988JTN/,/files/ENCFF696VMK/		ENCBS596DHR,ENCBS626VGF	1,2	1	ENCAB939ONI	Homo sapiens	adult	53 years										/replicates/ebb94d1d-4109-4ca5-b4f7-958d924ca390/,/replicates/653f1ef0-b12d-4892-8b71-4b37d017f758/
/experiments/ENCSR512NLO/	ENCSR512NLO	ChIP-seq	TF ChIP-seq	MNT	MNT	K562	K562	GEO:GSE105578,FactorBook:ENCSR512NLO	MNT ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF196AKS/,/files/ENCFF642JVD/,/files/ENCFF244ECJ/,/files/ENCFF335ZAN/,/files/ENCFF873IPB/,/files/ENCFF750PMI/,/files/ENCFF510XHR/,/files/ENCFF151UKE/,/files/ENCFF153SPR/,/files/ENCFF767FRB/,/files/ENCFF921KHT/,/files/ENCFF911BGV/,/files/ENCFF530GIY/,/files/ENCFF915WKM/,/files/ENCFF204QHB/,/files/ENCFF573PGT/,/files/ENCFF950ILH/,/files/ENCFF062XSA/,/files/ENCFF391ISV/,/files/ENCFF459DYU/,/files/ENCFF148KYP/,/files/ENCFF773ZED/,/files/ENCFF875WUL/,/files/ENCFF521EAO/,/files/ENCFF024WNL/,/files/ENCFF605PQC/,/files/ENCFF524HBS/,/files/ENCFF119EPK/,/files/ENCFF799NMK/,/files/ENCFF228QNJ/,/files/ENCFF180ZLS/,/files/ENCFF676IIA/,/files/ENCFF447BZB/,/files/ENCFF595GHN/,/files/ENCFF704NZX/,/files/ENCFF645QZR/,/files/ENCFF482MZQ/,/files/ENCFF323BFO/,/files/ENCFF025YMU/,/files/ENCFF757IZU/,/files/ENCFF846YPA/,/files/ENCFF567GSX/,/files/ENCFF852NNM/,/files/ENCFF261QRX/,/files/ENCFF853ZLS/,/files/ENCFF842VKT/,/files/ENCFF624GUO/,/files/ENCFF798QAG/,/files/ENCFF610YWU/,/files/ENCFF127UMI/,/files/ENCFF402KTJ/,/files/ENCFF347YRR/,/files/ENCFF680CDU/,/files/ENCFF507YNU/,/files/ENCFF944JHR/,/files/ENCFF656UMF/,/files/ENCFF406MNL/,/files/ENCFF789JTS/,/files/ENCFF440AQF/,/files/ENCFF450LDL/,/files/ENCFF579URV/,/files/ENCFF838MJW/,/files/ENCFF776RIF/,/files/ENCFF507ASZ/,/files/ENCFF430COV/,/files/ENCFF313UOI/	/experiment-series/ENCSR568ZNJ/	ENCBS520IYS,ENCBS994WPS	1,2	1	ENCAB000BCL	Homo sapiens	adult	53 years										/replicates/0e84f608-c3fa-4585-9229-36b8de48c704/,/replicates/bed53b6b-484e-418f-b8ca-06f758bb76aa/
/experiments/ENCSR150QDE/	ENCSR150QDE	ChIP-seq	TF ChIP-seq	SREBF2	SREBF2	K562 genetically modified using CRISPR	K562		ChIP-Seq on K562	Richard Myers, HAIB	ENCODE	released	/files/ENCFF811IHO/,/files/ENCFF129WGJ/,/files/ENCFF264ZWL/,/files/ENCFF477TQR/,/files/ENCFF681IEH/,/files/ENCFF710YFH/,/files/ENCFF014TVF/,/files/ENCFF132CEK/,/files/ENCFF282LZH/,/files/ENCFF496CUM/,/files/ENCFF417ZGA/,/files/ENCFF619UYB/,/files/ENCFF440PZY/,/files/ENCFF794WBX/,/files/ENCFF414XRR/,/files/ENCFF882HZE/,/files/ENCFF910CLO/,/files/ENCFF223FUU/,/files/ENCFF569TJU/,/files/ENCFF828HRB/,/files/ENCFF503VPS/,/files/ENCFF945QBM/,/files/ENCFF112EOX/,/files/ENCFF440YBK/		ENCBS525RIU,ENCBS669KGI	1,2	1	ENCAB697XQW	Homo sapiens	adult	53 years										/replicates/916c9367-ff0a-4107-a298-167c8193a6fd/,/replicates/813a279a-3414-4777-822a-bdb61e7e18ff/
/experiments/ENCSR797SWM/	ENCSR797SWM	ChIP-seq	TF ChIP-seq	MITF	MITF	K562	K562	GEO:GSE127566,FactorBook:ENCSR797SWM	MITF ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF700NJD/,/files/ENCFF698JSA/,/files/ENCFF455XVE/,/files/ENCFF220PBO/,/files/ENCFF018YWZ/,/files/ENCFF029JZY/,/files/ENCFF365ZKI/,/files/ENCFF670CVM/,/files/ENCFF052SIA/,/files/ENCFF123QPG/,/files/ENCFF248FCU/,/files/ENCFF597NFW/,/files/ENCFF025KUF/,/files/ENCFF652VBD/,/files/ENCFF931TIP/,/files/ENCFF935XHX/,/files/ENCFF420EZA/,/files/ENCFF958FGE/,/files/ENCFF749XFI/,/files/ENCFF815INM/,/files/ENCFF627TMJ/,/files/ENCFF523DTE/,/files/ENCFF778KCK/,/files/ENCFF462VNN/,/files/ENCFF539XVT/,/files/ENCFF183CKB/,/files/ENCFF165RDJ/,/files/ENCFF550DZF/,/files/ENCFF391FON/,/files/ENCFF808IWR/,/files/ENCFF459VCL/,/files/ENCFF293MMH/,/files/ENCFF499VLE/,/files/ENCFF133CJA/,/files/ENCFF790SBB/,/files/ENCFF898DCS/,/files/ENCFF105CED/,/files/ENCFF662AIM/,/files/ENCFF262TMM/,/files/ENCFF706NTF/,/files/ENCFF885PUG/,/files/ENCFF724TVS/,/files/ENCFF534CPL/,/files/ENCFF497XOD/,/files/ENCFF632EZI/,/files/ENCFF650LBR/,/files/ENCFF811PIE/,/files/ENCFF926XVX/,/files/ENCFF567VUW/,/files/ENCFF298SAB/,/files/ENCFF693TAW/,/files/ENCFF854EOA/,/files/ENCFF273RVE/,/files/ENCFF810YPX/,/files/ENCFF578BJE/,/files/ENCFF958SPD/,/files/ENCFF391AZX/,/files/ENCFF160WGZ/,/files/ENCFF030REE/,/files/ENCFF101LXM/,/files/ENCFF076GSK/,/files/ENCFF224AGU/,/files/ENCFF545FXU/,/files/ENCFF911ZRS/,/files/ENCFF108OMH/,/files/ENCFF731XJJ/	/experiment-series/ENCSR959JFQ/	ENCBS207UAM,ENCBS994WPS	4,3	1	ENCAB681JHP	Homo sapiens	adult	53 years										/replicates/fb6a9214-293a-4410-9a51-b251d2dc0188/,/replicates/346f8576-7736-4814-9226-f66ce43d8e27/
/experiments/ENCSR085QEV/	ENCSR085QEV	ChIP-seq	TF ChIP-seq	NBN	NBN	K562	K562	GEO:GSE91464	NBN ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF511MHY/,/files/ENCFF757THT/,/files/ENCFF581MDG/,/files/ENCFF321LCC/,/files/ENCFF881JDL/,/files/ENCFF854CCC/,/files/ENCFF948RVR/,/files/ENCFF262STC/,/files/ENCFF211FEP/,/files/ENCFF385DNN/,/files/ENCFF345EIT/,/files/ENCFF354SEI/,/files/ENCFF516WDU/,/files/ENCFF676AOK/,/files/ENCFF032UMZ/,/files/ENCFF621PYJ/,/files/ENCFF266LAP/,/files/ENCFF650HMR/,/files/ENCFF021DHZ/,/files/ENCFF437RQT/,/files/ENCFF732ZCF/,/files/ENCFF397LNB/,/files/ENCFF106JJJ/,/files/ENCFF700WSI/,/files/ENCFF150WKJ/,/files/ENCFF467QSK/,/files/ENCFF043TNW/,/files/ENCFF782XIT/,/files/ENCFF473IIF/,/files/ENCFF065RHP/,/files/ENCFF650QRE/,/files/ENCFF219QEL/,/files/ENCFF676XEI/,/files/ENCFF633CVT/,/files/ENCFF355RBE/,/files/ENCFF301ASL/,/files/ENCFF023PLP/,/files/ENCFF462FUG/,/files/ENCFF728KKP/,/files/ENCFF062UXM/,/files/ENCFF981VUX/,/files/ENCFF671VCR/,/files/ENCFF074EZL/,/files/ENCFF546HOZ/		ENCBS048GNZ,ENCBS839CNN	1,2	1	ENCAB543ANT	Homo sapiens	adult	53 years										/replicates/849bfb44-c761-4407-8fa5-91031cc3e558/,/replicates/40ed1514-a6f1-459c-9aae-4045c80d5ca9/
