	mouse_TATA	mouse_INR
Tgif2	False	False
Tgif2lx1	False	False
Tgm1	False	True
Tgm2	True	True
Tgm3	True	False
Tgm4	True	False
Tgm5	False	True
Tgm6	False	False
Tgoln1	False	False
Tgoln2	False	True
Tgs1	False	False
Tgtp1	False	False
Th	True	False
Thada	False	False
Thap1	False	False
Thap11	False	False
Thap12	False	False
Thap2	False	False
Thap3	False	True
Thap4	False	False
Thap7	False	False
Thbd	False	False
Thbs1	True	True
Thbs2	True	False
Thbs3	False	True
Thbs4	True	True
Theg	False	False
Them4	False	False
Them5	False	True
Them6	False	False
Themis	False	False
Themis2	False	False
Thg1l	False	True
Thnsl2	False	True
Thoc1	False	False
Thoc2	False	False
Thoc2l	False	False
Thoc3	False	True
Thoc5	False	False
Thoc6	False	False
Thoc7	False	True
Thop1	False	True
Thpo	False	False
Thra	False	True
Thrap3	False	False
Thrb	False	False
Thrsp	True	False
Thsd1	False	False
Thsd4	False	True
Thsd7a	False	True
Thsd7b	False	True
Thtpa	False	False
Thumpd2	False	False
Thumpd3	False	True
Thy1	False	True
Thyn1	False	True
Tia1	False	False
Tial1	False	True
Tiam1	False	True
Tiam2	False	True
Ticam1	False	False
Ticam2	False	True
Ticrr	False	False
Tie1	False	True
Tifa	False	True
Tifab	False	False
Tigar	False	False
Tigd2	False	False
Tigd3	False	False
Tigd4	True	False
Tigd5	False	False
Tigit	False	True
Timd2	False	True
Timd4	True	True
Timeless	False	True
Timm10	False	False
Timm10b	False	False
Timm13	False	False
Timm17a	False	False
Timm17b	False	False
Timm21	False	False
Timm22	False	False
Timm23	False	False
Timm29	False	False
Timm44	False	True
Timm50	False	False
Timm8a1	False	False
Timm8a2	False	False
Timm8b	False	False
Timm9	False	True
Timmdc1	False	False
Timp1	False	False
Timp2	True	True
Timp3	False	True
Timp4	True	False
Tinag	False	False
Tinagl1	False	False
Tinf2	False	False
Tiparp	False	False
Tipin	False	False
Tiprl	False	False
Tirap	False	False
Tjap1	False	False
Tjp1	False	True
Tjp2	False	False
Tjp3	False	False
Tk1	False	True
Tk2	False	False
Tkfc	False	False
Tkt	False	False
Tktl1	False	True
Tktl2	False	False
Tlcd1	False	True
Tlcd2	False	False
Tlcd3a	False	False
Tlcd3b	False	False
Tlcd4	False	False
Tlcd5	False	False
Tle1	False	False
Tle2	False	False
Tle3	False	False
Tle4	False	True
Tle5	False	False
Tle6	False	False
Tlk1	False	True
Tlk2	False	True
Tll1	True	True
Tll2	False	True
Tln1	True	False
Tln2	False	False
Tlnrd1	False	False
Tlr1	False	False
Tlr11	False	False
Tlr12	False	False
Tlr13	False	False
Tlr2	False	True
Tlr3	False	False
Tlr4	False	True
Tlr5	False	False
Tlr6	False	True
Tlr7	False	True
Tlr8	False	False
Tlr9	False	True
Tlx1	False	False
Tlx2	False	True
Tlx3	False	False
Tm2d1	False	False
Tm2d2	False	False
Tm2d3	False	False
Tm4sf1	False	False
Tm4sf20	True	True
Tm4sf4	True	False
Tm4sf5	False	True
Tm6sf1	False	False
Tm6sf2	False	True
Tm7sf2	False	False
Tm7sf3	False	False
Tm9sf1	False	False
Tm9sf2	False	False
Tm9sf3	False	False
Tm9sf4	False	False
Tma16	False	False
Tmbim1	False	True
Tmbim4	False	True
Tmbim6	False	True
Tmc1	False	False
Tmc2	False	False
Tmc3	False	True
Tmc4	False	True
Tmc5	False	True
Tmc6	False	True
Tmc7	False	False
Tmc8	False	True
Tmcc1	False	False
Tmcc2	False	False
Tmcc3	False	False
Tmco1	False	True
Tmco2	False	False
Tmco3	False	False
Tmco4	False	True
Tmco5	False	False
Tmco5b	False	False
Tmco6	False	False
Tmed1	False	False
Tmed10	False	False
Tmed11	False	True
Tmed2	False	False
Tmed3	False	False
Tmed4	False	False
Tmed5	False	True
Tmed6	False	True
Tmed7	False	False
Tmed9	False	False
Tmeff1	False	False
Tmeff2	False	True
Tmem100	False	False
Tmem101	False	False
Tmem102	False	False
Tmem104	False	False
Tmem106a	False	True
Tmem106b	False	True
Tmem106c	False	False
Tmem107	False	True
Tmem108	False	False
Tmem109	False	True
Tmem11	False	False
Tmem114	False	True
Tmem115	False	False
Tmem117	False	False
Tmem119	False	True
Tmem120a	False	True
Tmem120b	False	False
Tmem121	False	False
Tmem123	False	False
Tmem125	False	True
Tmem126a	False	False
Tmem126b	False	True
Tmem127	False	False
Tmem128	False	True
Tmem129	False	False
Tmem130	False	True
Tmem131	False	False
Tmem131l	False	False
Tmem132a	False	True
Tmem132c	False	False
Tmem132d	False	False
Tmem132e	False	True
Tmem134	False	False
Tmem135	False	True
Tmem138	False	False
Tmem140	False	False
Tmem141	False	False
Tmem143	False	False
Tmem144	False	True
Tmem145	False	False
Tmem147	True	False
Tmem14a	False	False
Tmem14c	False	True
Tmem150a	False	False
Tmem150b	False	True
Tmem150c	False	True
Tmem151a	False	False
Tmem151b	False	False
Tmem154	False	True
Tmem158	False	True
Tmem159	False	False
Tmem160	False	True
Tmem161a	False	True
Tmem161b	False	False
Tmem163	False	False
Tmem164	False	False
Tmem165	False	True
Tmem167	False	True
Tmem167b	False	False
Tmem168	False	True
Tmem169	False	True
Tmem17	True	True
Tmem170	False	False
Tmem170b	False	False
Tmem171	False	False
Tmem174	False	True
Tmem175	False	False
Tmem176a	False	False
Tmem176b	False	True
Tmem177	False	True
Tmem178	False	False
Tmem179	False	False
Tmem179b	False	False
Tmem18	False	False
Tmem181a	False	False
Tmem182	False	True
Tmem183a	False	False
Tmem184a	False	False
Tmem184b	False	False
Tmem184c	False	False
Tmem185a	False	False
Tmem185b	False	False
Tmem186	False	False
Tmem19	False	False
Tmem190	False	False
Tmem191c	False	True
Tmem192	False	False
Tmem198	False	False
Tmem199	False	True
Tmem200a	False	True
Tmem201	False	False
Tmem202	False	False
Tmem203	False	False
Tmem204	False	False
Tmem205	False	False
Tmem207	False	True
Tmem208	False	False
Tmem209	False	False
Tmem210	False	False
Tmem211	False	False
Tmem212	False	True
Tmem213	False	False
Tmem214	False	False
Tmem215	False	True
Tmem216	False	True
Tmem218	False	False
Tmem219	False	False
Tmem220	False	False
Tmem221	True	True
Tmem222	False	False
Tmem223	False	False
Tmem225	False	True
Tmem229a	False	True
Tmem229b	False	False
Tmem230	False	False
Tmem231	False	False
Tmem232	False	False
Tmem233	False	True
Tmem234	False	False
Tmem235	False	False
Tmem236	False	False
Tmem237	False	False
Tmem238	False	False
Tmem239	False	False
Tmem240	False	False
Tmem241	False	False
Tmem242	False	False
Tmem245	False	False
Tmem247	False	False
Tmem248	False	False
Tmem249	False	False
Tmem25	False	False
Tmem251	False	False
Tmem252	False	False
Tmem253	False	False
Tmem254	False	False
Tmem255a	False	False
Tmem255b	False	False
Tmem256	False	False
Tmem258	False	False
Tmem259	False	False
Tmem26	False	False
Tmem260	False	False
Tmem262	False	False
Tmem263	False	False
Tmem266	False	False
Tmem267	False	False
Tmem268	False	False
Tmem269	False	False
Tmem270	False	False
Tmem29	False	False
Tmem30a	False	False
Tmem30b	False	False
Tmem30c	False	True
Tmem33	False	False
Tmem35a	False	False
Tmem35b	False	False
Tmem37	False	False
Tmem38a	False	False
Tmem38b	False	False
Tmem39a	False	False
Tmem39b	False	False
Tmem40	False	False
Tmem41a	False	True
Tmem41b	False	False
Tmem42	False	True
Tmem43	False	False
Tmem45a	False	True
Tmem45b	False	True
Tmem47	False	False
Tmem50a	False	True
Tmem50b	False	False
Tmem51	False	True
Tmem52	False	True
Tmem52b	False	False
Tmem53	False	False
Tmem54	False	False
Tmem59	False	True
Tmem59l	False	True
Tmem60	False	False
Tmem62	False	False
Tmem63a	False	False
Tmem63b	False	True
Tmem63c	False	True
Tmem64	False	True
Tmem65	False	True
Tmem67	False	False
Tmem68	False	False
Tmem69	False	True
Tmem70	False	False
Tmem71	False	False
Tmem72	False	False
Tmem74	False	True
Tmem79	False	False
Tmem80	False	False
Tmem81	False	True
Tmem82	False	False
Tmem86a	False	True
Tmem86b	False	False
Tmem87a	False	False
Tmem87b	False	False
Tmem88	True	False
Tmem88b	False	True
Tmem89	False	True
Tmem8b	False	True
Tmem9	False	True
Tmem91	False	True
Tmem92	False	False
Tmem94	False	False
Tmem95	False	False
Tmem97	False	True
Tmem98	False	False
Tmem9b	False	True
Tmf1	False	True
Tmie	False	True
Tmigd1	True	False
Tmigd3	False	False
Tmlhe	False	False
Tmod1	False	False
Tmod2	False	False
Tmod3	False	True
Tmod4	True	False
Tmpo	False	True
Tmprss11a	False	False
Tmprss11b	False	False
Tmprss11c	False	True
Tmprss11d	False	True
Tmprss11e	True	True
Tmprss11f	False	False
Tmprss11g	False	False
Tmprss12	False	False
Tmprss13	False	False
Tmprss15	False	True
Tmprss2	False	False
Tmprss3	False	False
Tmprss4	False	False
Tmprss5	False	True
Tmprss6	False	True
Tmprss7	False	False
Tmsb4x	True	True
Tmtc1	True	True
Tmtc2	False	True
Tmtc3	False	False
Tmtc4	False	False
Tmub1	False	False
Tmub2	False	False
Tmx1	False	False
Tmx2	False	False
Tmx3	False	False
Tmx4	False	True
Tnc	True	False
Tnf	False	False
Tnfaip1	False	True
Tnfaip2	True	False
Tnfaip3	False	True
Tnfaip6	True	True
Tnfaip8	False	False
Tnfaip8l1	False	True
Tnfaip8l2	False	True
Tnfaip8l3	False	True
Tnfrsf10b	False	False
Tnfrsf11a	False	True
Tnfrsf11b	True	True
Tnfrsf12a	False	True
Tnfrsf13b	False	False
Tnfrsf13c	False	True
Tnfrsf14	False	False
Tnfrsf17	False	True
Tnfrsf18	False	True
Tnfrsf19	False	False
Tnfrsf1a	False	False
Tnfrsf1b	False	True
Tnfrsf21	False	True
Tnfrsf22	False	True
Tnfrsf23	False	False
Tnfrsf26	False	False
Tnfrsf4	False	True
Tnfrsf8	False	False
Tnfrsf9	False	False
Tnfsf10	False	False
Tnfsf11	True	False
Tnfsf12	False	False
Tnfsf13	False	False
Tnfsf13b	False	True
Tnfsf14	True	False
Tnfsf15	False	False
Tnfsf18	True	True
Tnfsf4	False	True
Tnfsf8	False	False
Tnfsf9	True	True
Tnik	False	False
Tnip1	False	True
Tnip2	False	False
Tnip3	True	True
Tnk1	True	False
Tnk2	False	False
Tnks	False	True
Tnks1bp1	False	False
Tnks2	False	False
Tnmd	True	False
Tnn	True	False
Tnnc1	False	False
Tnnc2	True	True
Tnni1	False	True
Tnni2	False	False
Tnni3	False	False
Tnni3k	False	False
Tnnt1	True	True
Tnnt2	False	True
Tnnt3	True	True
Tnp1	False	False
Tnp2	False	False
Tnpo1	False	False
Tnpo2	False	False
Tnpo3	False	False
Tnr	False	False
Tnrc18	False	True
Tnrc6a	False	False
Tnrc6b	False	False
Tnrc6c	False	True
Tns1	False	False
Tns2	False	False
Tns3	False	True
Tns4	True	False
Tnxb	False	False
Tob1	True	True
Tob2	False	True
Toe1	False	False
Togaram1	False	False
Tollip	False	False
Tom1	False	False
Tom1l1	False	False
Tom1l2	False	True
Tomm20	False	False
Tomm20l	False	False
Tomm22	False	False
Tomm34	True	False
Tomm40	False	False
Tomm40l	False	False
Tomm5	False	False
Tomm6	False	False
Tomm7	False	False
Tomm70a	False	False
Tomt	False	False
Tonsl	False	False
Top1	True	False
Top1mt	False	False
Top2a	True	False
Top2b	False	False
Top3a	False	False
Top3b	False	True
Topaz1	False	False
Topbp1	False	False
Topors	False	False
Tor1a	False	False
Tor1aip1	False	True
Tor1aip2	False	False
Tor1b	False	False
Tor2a	False	False
Tor3a	False	False
Tor4a	False	False
Tox	False	False
Tox2	False	False
Tox3	False	True
Tox4	False	False
Tpbg	False	False
Tpbgl	False	False
Tpbpa	True	False
Tpcn1	False	False
Tpcn2	False	False
Tpd52	False	False
Tpd52l1	False	False
Tpd52l2	False	True
Tpgs1	False	False
Tpgs2	False	False
Tph1	False	True
Tph2	True	False
Tpi1	False	False
Tpk1	False	True
Tpm1	False	False
Tpm2	False	True
Tpm3	False	False
Tpm4	False	True
Tpmt	False	False
Tpo	True	False
Tpp1	False	True
Tpp2	False	True
Tppp	False	False
Tppp2	False	True
Tppp3	False	True
Tpr	False	True
Tpra1	False	False
Tprgl	False	False
Tprkb	False	False
Tprn	False	False
Tpsab1	True	False
Tpsb2	True	False
Tpsg1	False	True
Tpst1	False	False
Tpst2	False	False
Tpt1	True	False
Tpte	False	False
Tpx2	False	False
Tra2a	False	False
Tra2b	True	False
Trabd2b	False	False
Tradd	False	False
Traf1	False	True
Traf2	False	False
Traf3	False	False
Traf3ip1	False	False
Traf3ip2	False	True
Traf3ip3	False	False
Traf4	False	False
Traf5	False	False
Traf6	False	False
Traf7	False	False
Trafd1	False	False
Traip	False	False
Trak1	False	False
Trak2	False	False
Tram1	False	False
Tram1l1	False	False
Tram2	False	False
Trap1	False	True
Trap1a	False	True
Trappc1	False	False
Trappc10	False	False
Trappc11	False	False
Trappc12	False	False
Trappc13	False	False
Trappc14	False	False
Trappc2	False	True
Trappc2l	False	True
Trappc3	False	True
Trappc3l	False	False
Trappc4	False	False
Trappc5	False	True
Trappc6a	False	False
Trappc6b	False	False
Trappc8	False	False
Trappc9	False	False
Trarg1	False	False
Trat1	False	False
Trdmt1	False	False
Trdn	False	False
Treh	False	True
Trem1	False	True
Trem2	False	True
Trem3	False	True
Treml1	False	True
Treml2	False	True
Treml4	False	True
Trerf1	False	False
Trex1	False	False
Trex2	False	True
Trf	True	False
Trgv1	False	False
Trh	True	False
Trhde	False	True
Trhr	False	True
Trhr2	False	False
Triap1	False	True
Trib1	False	True
Trib2	False	False
Trib3	False	True
Tril	False	True
Trim10	False	False
Trim11	False	False
Trim12a	False	False
Trim12c	False	False
Trim13	True	False
Trim14	False	False
Trim15	False	True
Trim16	False	True
Trim17	False	True
Trim2	False	False
Trim21	False	False
Trim23	False	True
Trim24	False	False
Trim25	False	False
Trim26	False	False
Trim27	False	False
Trim28	False	True
Trim29	False	True
Trim3	False	True
Trim30a	False	False
Trim30d	False	True
Trim31	True	True
Trim32	False	True
Trim33	False	True
Trim34a	False	False
Trim35	False	False
Trim36	False	True
Trim37	False	False
Trim38	False	False
Trim39	False	False
Trim40	False	True
Trim41	False	True
Trim42	False	True
Trim43a	False	False
Trim43b	False	False
Trim43c	False	True
Trim44	False	False
Trim45	False	False
Trim46	False	False
Trim47	False	True
Trim5	False	False
Trim50	False	True
Trim52	False	True
Trim54	False	True
Trim55	False	False
Trim56	False	False
Trim58	False	False
Trim59	False	True
Trim6	False	False
Trim60	False	False
Trim62	False	False
Trim63	True	True
Trim65	False	False
Trim66	True	False
Trim67	False	False
Trim68	False	False
Trim69	False	False
Trim7	False	True
Trim71	False	True
Trim72	False	True
Trim75	False	False
Trim8	False	True
Trim9	False	False
Triml1	False	False
Triml2	True	False
Trio	False	False
Triobp	False	False
Trip10	False	True
Trip11	False	True
Trip12	False	False
Trip13	False	False
Trip4	True	False
Trip6	False	False
Triqk	False	False
Trir	False	False
Trit1	False	True
Trmo	False	False
Trmt1	False	False
Trmt10a	False	False
Trmt10b	False	False
Trmt10c	False	False
Trmt11	False	False
Trmt112	False	False
Trmt12	False	False
Trmt13	False	False
Trmt1l	False	False
Trmt2a	False	False
Trmt2b	False	False
Trmt44	False	False
Trmt5	False	False
Trmt6	False	False
Trmt61a	False	True
Trmt9b	False	False
Trmu	False	False
Trnau1ap	False	True
Trnp1	False	False
Trnt1	False	False
Troap	False	False
Trp53	False	True
Trp53bp1	False	True
Trp53bp2	False	False
Trp53i11	False	True
Trp53i13	False	False
Trp53inp1	True	False
Trp53inp2	False	False
Trp53rka	False	False
Trp53rkb	False	False
Trp53tg5	False	False
Trp63	False	False
Trp73	False	False
Trpa1	True	False
Trpc1	False	False
Trpc2	False	False
Trpc3	False	True
Trpc4	False	True
Trpc4ap	True	False
Trpc5	False	True
Trpc6	False	False
Trpc7	False	True
Trpm1	False	True
Trpm2	False	False
Trpm4	False	False
Trpm5	False	False
Trpm6	False	False
Trpm7	False	False
Trpm8	True	False
Trps1	True	False
Trpt1	False	True
Trpv1	False	False
Trpv2	True	True
Trpv3	False	False
Trpv4	False	False
Trpv5	True	False
Trpv6	False	True
Trrap	False	True
Trub1	False	False
Trub2	False	True
Try10	True	False
Try4	True	False
Try5	True	False
Tsacc	False	False
Tsc1	False	False
Tsc2	False	False
Tsc22d1	True	False
Tsc22d3	True	False
Tsen15	False	True
Tsen2	False	False
Tsen34	False	False
Tsen54	False	True
Tsfm	False	True
Tsg101	False	False
Tsga10	False	False
Tshb	True	True
Tshr	False	True
Tshz1	False	True
Tshz2	False	False
Tshz3	False	False
Tsks	False	False
Tsku	True	False
Tslp	True	False
Tsn	False	False
Tsnax	False	False
Tsnaxip1	False	False
Tspan1	True	False
Tspan10	False	False
Tspan11	False	True
Tspan12	True	False
Tspan13	False	True
Tspan14	False	False
Tspan15	False	True
Tspan17	False	False
Tspan18	False	False
Tspan2	False	False
Tspan3	False	True
Tspan31	False	False
Tspan32	False	False
Tspan33	False	False
Tspan4	False	False
Tspan5	False	True
Tspan6	False	False
Tspan7	False	True
Tspan8	False	False
Tspan9	False	True
Tspear	False	False
Tspo	False	True
Tspo2	False	True
Tspoap1	False	False
Tspyl1	False	False
Tspyl2	False	False
Tspyl4	False	True
Tspyl5	False	False
Tsr1	False	True
Tsr2	False	False
Tsr3	False	False
Tssk1	False	False
Tssk2	False	True
Tssk3	True	True
Tssk4	False	False
Tssk5	False	False
Tssk6	True	False
Tst	False	True
Tstd1	False	True
Tstd3	False	False
Ttbk1	False	True
Ttbk2	False	True
Ttc1	False	False
Ttc12	False	False
Ttc14	False	False
Ttc17	False	False
Ttc19	False	False
Ttc21a	False	False
Ttc21b	False	False
Ttc23	False	False
Ttc23l	False	False
Ttc26	False	False
Ttc28	False	False
Ttc29	False	False
Ttc3	False	False
Ttc30a1	False	False
Ttc30a2	False	False
Ttc30b	False	False
Ttc37	False	False
Ttc39a	False	False
Ttc39b	False	False
Ttc4	False	False
Ttc41	False	False
Ttc5	False	False
Ttc7	False	False
Ttc7b	False	False
Ttc8	False	True
Ttf1	False	True
Ttf2	False	False
Tti1	False	False
Tti2	False	False
Ttk	False	True
Ttl	False	True
Ttll1	False	False
Ttll10	False	False
Ttll11	False	False
Ttll12	False	False
Ttll13	False	False
Ttll2	False	False
Ttll3	False	True
Ttll4	False	False
Ttll5	False	True
Ttll6	False	True
Ttll7	False	True
Ttll8	False	False
Ttll9	False	False
Ttn	True	False
Ttpa	False	False
Ttr	False	False
Ttyh1	False	True
Ttyh2	False	False
Ttyh3	False	False
Tub	False	False
Tuba1a	True	False
Tuba1b	False	False
Tuba1c	False	False
Tuba3b	False	False
Tuba4a	True	True
Tuba8	False	True
Tubal3	False	True
Tubb1	False	False
Tubb2a	True	False
Tubb2b	True	False
Tubb3	True	False
Tubb4a	False	False
Tubb4b	False	False
Tubb5	False	False
Tubb6	False	True
Tubd1	False	False
Tube1	False	False
Tubg1	False	False
Tubg2	False	False
Tubgcp2	False	False
Tubgcp3	False	False
Tubgcp4	False	False
Tubgcp5	False	True
Tubgcp6	False	True
Tufm	False	False
Tuft1	False	False
Tulp1	False	True
Tulp2	False	False
Tulp3	False	False
Tusc3	False	False
Tut1	False	False
Tut4	False	False
Tut7	False	False
Tvp23b	False	False
Twf1	False	False
Twf2	False	True
Twist1	True	True
Twist2	False	False
Twnk	False	False
Twsg1	False	False
Txk	False	True
Txlna	False	False
Txlnb	False	False
Txlng	False	False
Txn1	False	False
Txn2	False	False
Txndc11	False	False
Txndc12	False	True
Txndc15	False	False
Txndc16	False	False
Txndc17	False	True
Txndc2	True	False
Txndc5	False	False
Txndc8	False	False
Txndc9	False	True
Txnip	True	True
Txnl1	False	False
Txnl4a	False	False
Txnl4b	False	False
Txnrd1	False	False
Txnrd2	False	False
Txnrd3	False	False
Tyk2	False	False
Tymp	False	False
Tyms	False	False
Tyr	True	True
Tyro3	False	False
Tyrobp	False	True
Tyrp1	False	False
Tysnd1	False	True
Tyw1	False	False
Tyw3	False	True
Tyw5	False	False
U2af1	False	False
U2af1l4	False	False
U2af2	False	True
U2surp	False	False
Uaca	False	False
Uap1	False	False
Uap1l1	False	True
Uba1	False	False
Uba1y	False	False
Uba2	False	False
Uba3	False	False
Uba5	False	False
Uba52	False	False
Uba6	False	True
Uba7	False	True
Ubac1	False	True
Ubac2	False	False
Ubap1	False	False
Ubap2l	False	True
Ubash3a	False	True
Ubash3b	False	True
Ubb	False	False
Ubc	False	False
Ubd	True	False
Ube2a	False	True
Ube2b	False	True
Ube2c	False	False
Ube2cbp	False	False
Ube2d1	False	True
Ube2d2a	False	False
Ube2d2b	False	False
Ube2d3	False	False
Ube2dnl1	False	False
Ube2dnl2	False	False
Ube2e1	False	False
Ube2e2	False	False
Ube2e3	False	False
Ube2f	False	False
Ube2g1	False	True
Ube2g2	False	True
Ube2h	False	False
Ube2i	False	False
Ube2j1	False	False
Ube2j2	False	True
Ube2k	False	False
Ube2l3	False	True
Ube2l6	False	False
Ube2m	False	False
Ube2n	False	True
Ube2o	False	False
Ube2q1	False	False
Ube2q2	True	False
Ube2ql1	False	True
Ube2r2	False	False
Ube2s	True	False
Ube2t	False	True
Ube2v1	False	False
Ube2v2	False	False
Ube2w	False	False
Ube2z	False	True
Ube3a	False	False
Ube3b	False	False
Ube3c	False	False
Ube4a	False	False
Ube4b	False	False
Ubiad1	False	False
Ubl3	False	False
Ubl4a	False	False
Ubl4b	False	False
Ubl5	False	False
Ubl5b	False	False
Ublcp1	False	False
Ubn1	False	False
Ubn2	False	False
Ubox5	False	False
Ubp1	False	False
Ubqln1	False	True
Ubqln2	False	False
Ubqln4	False	False
Ubr1	False	False
Ubr2	False	False
Ubr3	False	False
Ubr4	False	False
Ubr5	False	True
Ubr7	False	False
Ubtd2	False	False
Ubtf	False	False
Ubtfl1	False	False
Ubxn1	False	True
Ubxn10	False	False
Ubxn11	False	False
Ubxn2b	False	False
Ubxn4	False	True
Ubxn6	False	True
Ubxn7	False	False
Ubxn8	False	True
Uchl1	True	False
Uchl3	False	False
Uchl4	False	False
Uchl5	False	False
Uck1	False	False
Uck2	False	False
Uckl1	False	False
Ucma	False	True
Ucn	True	False
Ucn2	False	False
Ucn3	False	False
Ucp1	True	False
Ucp2	False	False
Ucp3	False	True
Uevld	False	False
Ufc1	False	True
Ufd1	False	False
Ufl1	False	False
Ufm1	False	False
Ufsp1	False	False
Ufsp2	False	True
Ugcg	False	True
Ugdh	False	True
Uggt1	False	False
Uggt2	False	True
Ugp2	False	False
Ugt1a1	False	False
Ugt1a10	False	False
Ugt1a2	False	True
Ugt1a5	False	False
Ugt1a6b	False	False
Ugt1a7c	False	True
Ugt1a8	False	False
Ugt1a9	False	False
Ugt2a1	True	False
Ugt2a2	True	False
Ugt2a3	False	True
Ugt2b1	True	False
Ugt2b34	True	False
Ugt2b35	False	False
Ugt2b36	True	False
Ugt2b37	True	False
Ugt2b38	True	False
Ugt2b5	True	False
Ugt3a1	True	False
Ugt3a2	False	False
Ugt8a	False	True
Uhmk1	False	False
Uhrf1	True	False
Uhrf1bp1	False	False
Uhrf1bp1l	False	False
Uhrf2	True	False
Uimc1	False	True
Ulbp1	False	False
Ulk1	False	False
Ulk2	False	False
Ulk3	False	False
Ulk4	False	False
Umod	True	False
Umodl1	False	False
Umps	False	True
Unc119	False	False
Unc119b	False	True
Unc13a	False	False
Unc13b	False	False
Unc13c	False	False
Unc13d	False	True
Unc45a	False	True
Unc45b	False	True
Unc50	False	False
Unc5a	False	False
Unc5b	False	True
Unc5c	False	False
Unc5cl	False	True
Unc5d	False	False
Unc79	False	True
Unc80	False	False
Unc93a	False	False
Unc93a2	False	False
Unc93b1	False	False
Uncx	False	False
Ung	False	False
Unk	False	True
Unkl	False	False
Uox	True	True
Upb1	False	True
Upf1	False	False
Upf2	False	False
Upf3a	False	False
Upf3b	False	False
Upk1a	True	False
Upk1b	True	True
Upk2	False	True
Upk3a	False	False
Upk3b	False	False
Upk3bl	False	False
Upp1	False	True
Upp2	False	False
Uprt	False	False
Uqcc1	False	False
Uqcc2	False	False
Uqcc3	False	False
Uqcr10	False	True
Uqcr11	False	False
Uqcrb	False	True
Uqcrc1	False	False
Uqcrc2	False	True
Uqcrfs1	False	False
Uqcrh	False	False
Uqcrq	False	False
Urad	False	False
Urb1	False	False
Urb2	False	False
Urgcp	False	True
Uri1	False	False
Urm1	False	False
Uroc1	False	True
Urod	False	True
Uros	False	False
Usb1	False	False
Use1	False	True
Usf1	False	True
Usf2	False	False
Usf3	False	False
Ush1c	False	False
Ush1g	False	True
Ush2a	False	False
Ushbp1	False	True
Uso1	False	False
Usp1	False	False
Usp10	False	False
Usp11	False	True
Usp12	False	True
Usp13	False	False
Usp14	False	False
Usp15	False	False
Usp16	False	False
Usp17la	False	False
Usp17lb	False	False
Usp17lc	False	False
Usp17ld	False	False
Usp17le	False	False
Usp17lf	False	False
Usp18	False	True
Usp19	False	False
Usp2	False	False
Usp20	False	False
Usp21	False	False
Usp22	False	True
Usp24	False	False
Usp25	False	False
Usp26	True	False
Usp27x	False	True
Usp28	False	False
Usp29	False	True
Usp3	False	False
Usp30	False	True
Usp31	False	False
Usp32	False	True
Usp33	False	False
Usp34	False	True
Usp35	False	False
Usp36	False	False
Usp37	False	False
Usp38	False	True
Usp39	False	False
Usp4	False	False
Usp40	False	True
Usp42	False	False
Usp43	False	True
Usp44	False	False
Usp45	False	True
Usp46	False	True
Usp47	False	True
Usp48	False	False
Usp49	False	False
Usp5	False	False
Usp50	False	False
Usp51	False	True
Usp53	False	True
Usp54	False	False
Usp6nl	False	False
Usp7	False	False
Usp8	False	False
Usp9x	False	False
Uspl1	False	False
Ust	False	False
Utf1	False	False
Utp11	False	False
Utp14a	False	True
Utp14b	False	True
Utp15	False	False
Utp18	False	True
Utp20	False	True
Utp23	False	False
Utp25	False	False
Utp3	False	False
Utp4	False	False
Utp6	False	True
Utrn	False	False
Uts2	True	False
Uts2b	False	False
Uts2r	False	False
Uty	False	False
Uvrag	False	False
Uvssa	False	False
Uxs1	False	True
Uxt	False	True
V1ra8	False	False
Vac14	False	False
Vamp1	False	True
Vamp2	False	True
Vamp3	False	True
Vamp4	False	False
Vamp5	False	False
Vamp7	False	False
Vamp8	False	False
Vangl1	False	False
Vangl2	False	False
Vapa	False	True
Vapb	False	False
Vars	False	True
Vars2	False	False
Vash1	False	False
Vash2	False	False
Vasn	False	True
Vasp	False	False
Vat1	False	False
Vat1l	False	True
Vav1	False	False
Vav2	False	True
Vav3	False	True
Vax1	False	False
Vax2	False	True
Vbp1	False	False
Vcam1	True	True
Vcan	False	False
Vcl	False	False
Vcp	False	False
Vcpip1	False	False
Vcpkmt	False	False
Vdac1	False	False
Vdac2	False	False
Vdac3	False	False
Vdr	False	False
Vegfa	False	False
Vegfb	False	False
Vegfc	False	False
Vegfd	False	False
Veph1	False	True
Vezf1	False	False
Vezt	False	False
Vgf	True	True
Vgll1	False	False
Vgll2	True	False
Vgll3	False	True
Vgll4	False	True
Vhl	False	False
Vil1	False	True
Vill	False	False
Vim	True	False
Vip	True	True
Vipas39	False	False
Vipr1	False	True
Vipr2	False	False
Virma	False	False
Vit	True	False
Vkorc1	False	False
Vkorc1l1	False	True
Vldlr	False	True
Vma21	False	True
Vmac	False	False
Vmn1r40	False	False
Vmn1r41	False	False
Vmn1r42	False	False
Vmn1r43	False	False
Vmn1r44	False	False
Vmn1r45	False	False
Vmn1r46	False	False
Vmn1r47	False	False
Vmn1r48	False	False
Vmn1r49	False	False
Vmn1r50	False	False
Vmn1r51	False	False
Vmn1r52	False	False
Vmn1r53	False	False
Vmn1r54	False	False
Vmn2r1	False	False
Vmn2r116	False	False
Vmn2r26	False	False
Vmo1	True	False
Vmp1	False	False
Vnn1	True	False
Vnn3	False	False
Vopp1	False	False
